Grade Level Range,Math Topic,Specific Objective,Written Story,Video,Lesson Plan,BWE Topic
3rd - 5th,Multiplication & division,"Multiplication by 10s, 100s, 1000s","=HYPERLINK(""https://docs.google.com/document/d/1NHUJn81IZAsML2tsOus6IkTglkTmIswpoPAyrCr9_Rk/edit?usp=sharing"",""Another Year of Life"")","=HYPERLINK(""https://vimeo.com/165844648"",""I am Divine"")","=HYPERLINK(""https://docs.google.com/document/d/1KN4O6kwa6Y5CK7F-1_IB2G1_SMHFovY7hIuOkIl7lTM/edit?usp=sharing"",""Superpowers"")","Storytelling, Leadership"
3rd - 5th,Multiplication & division,Multiplication: place value and area models,"=HYPERLINK(""https://docs.google.com/document/d/1xQZSqLfxITQM7PZDBiJv_tCQB5fuHmXJhhgFVU046vg/edit?usp=sharing"",""Maria C on Dreams and Future"")","=HYPERLINK(""https://vimeo.com/165848639"",""I am Maria C"")","=HYPERLINK(""https://docs.google.com/document/d/1jLuvQwdZabYwHKfNuDXSzTtIPGvf5WIGVXzXIJlG99s/edit?usp=sharing"",""Envisioning"")","Money, Education, Storytelling"
3rd - 5th,Multiplication & division,Multiplication: place value and area models,"=HYPERLINK(""https://docs.google.com/document/d/1z558wLKMNd-aDCodAyzFtilRDNDrk2yG5j93wgJPNF4/edit?usp=sharing"",""Manasi Makes Bags"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1t_UsFHN5n4ZLX86XbbZEAk3cb_ZyKizG0Mbs2N24R7Q/edit?usp=sharing"",""Wonderful Work"")","Stuff, Business"
3rd - 5th,Multiplication & division,Multi-digit Multiplication,"=HYPERLINK(""https://docs.google.com/document/d/1JDZGynbQhPzpkbkIA_gh_4TH_wTZ4xjYjdPAwjnqvqM/edit?usp=sharing"",""Norma Runs a Farm"")","=HYPERLINK(""https://vimeo.com/171516205"",""I am Norma"")","=HYPERLINK(""https://docs.google.com/document/d/1hurRO-uKK9C_NXblKUiFEF3bB5x_RTX5NXuGcxZZSGE/edit?usp=sharing"",""Go Bananas"")","Food, Business"
3rd - 5th,Multiplication & division,Multi-digit Multiplication,"=HYPERLINK(""https://docs.google.com/document/d/1I23wEsIrAOY9QB1M8Gx_mi582qwOCYn-czc0MsTsb2c/edit?usp=sharing"",""Sudhir Works with Manasi"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1EIRm-84skIos0nSRGffA6RPMjPwuETI1sngucx-vyzw/edit?usp=sharing"",""Garbage Island"")","Stuff, Universe"
3rd - 5th,Multiplication & division,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-mult-div-topic#cc-4th-mult-comparing"",""Comparing with multiplication"")","=HYPERLINK(""https://docs.google.com/document/d/1N91ns_E1mYM6DaiThulUHyBy-NMojn_NUPWlBbMYWLw/edit?usp=sharing"",""I am Chetan "")","=HYPERLINK(""https://vimeo.com/146819657"",""I am Chetan"")","=HYPERLINK(""https://docs.google.com/document/d/1u9AgXMPNOlDKptps4lHDT0U41t2MRMx3hERGdMrs89E/edit?usp=sharing"",""It's a Wonderful Life"")",Humanity
3rd - 5th,Multiplication & division,Comparing with multiplication,"=HYPERLINK(""https://docs.google.com/document/d/1TpCyZFCnM5NO_3M2V7303_gdvmPB5gTxTTI_Hc8ZqNY/edit?usp=sharing"",""Mario's Routine"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://docs.google.com/document/d/1Rg_eBsqJnKUGjm6ou4GW4i0m4SnF4Wt5TLAhEaNVFmk/edit?usp=sharing"",""Our Day-to-Day"")","Stuff, Humanity"
3rd - 5th,Multiplication & division,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-mult-div-topic#cc-4th-nice-division"",""Division problems that work out nicely"")","=HYPERLINK(""https://docs.google.com/document/d/1olRy2BvbO4j6YEX7V7LAcz1NH-wORXL0NLj1i4mt4wk/edit?usp=sharing"",""Annie Breaks Assumptions"")","=HYPERLINK(""https://vimeo.com/159021597"",""I am Annie"")","=HYPERLINK(""https://docs.google.com/document/d/1ODibuxVgOtwYzWehG4s29dWTHrryhXmRG9o2bTm3WHc/edit?usp=sharing"",""Breaking Assumptions"")","Education, Teaching"
3rd - 5th,Multiplication & division,Division problems that work out nicely,"=HYPERLINK(""https://docs.google.com/document/d/1wj5Fwy4jjCRu09hB5HyhRmGCAmW6pKgghJGGPD_89GI/edit?usp=sharing"",""I am Manjula"")","=HYPERLINK(""https://vimeo.com/160262539"",""I am Manjula"")","=HYPERLINK(""https://docs.google.com/document/d/1Hq5-w-EhQiEKgXXhRhex7Er7GBTYBVfiME4tyeNf7mA/edit?usp=sharing"",""Water & Gratitude"")",Water
3rd - 5th,Multiplication & division,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-mult-div-topic#cc-4th-div-pv-area"",""Division: place value and area"")","=HYPERLINK(""https://docs.google.com/document/d/1YmBprdtQ84qolXno8AObUcSjl8bt_PQ0RuF2WJobJ2U/edit?usp=sharing"",""I am Manasi"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1FfOBCouZFRC9UW-BOCx28T38-DuxDRAKODU88Uepsgs/edit?usp=sharing"",""Educational Design"")","Education, Money"
3rd - 5th,Multiplication & division,Division: place value and area,"=HYPERLINK(""https://docs.google.com/document/d/1TpCyZFCnM5NO_3M2V7303_gdvmPB5gTxTTI_Hc8ZqNY/edit?usp=sharing"",""Mario's Routine"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://docs.google.com/document/d/1Rg_eBsqJnKUGjm6ou4GW4i0m4SnF4Wt5TLAhEaNVFmk/edit?usp=sharing"",""Our Day-to-Day"")","Stuff, Humanity"
3rd - 5th,Multiplication & division,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-mult-div-topic#cc-4th-division"",""Multi-digit division"")","=HYPERLINK(""https://docs.google.com/document/d/1JDZGynbQhPzpkbkIA_gh_4TH_wTZ4xjYjdPAwjnqvqM/edit?usp=sharing"",""Norma Runs a Farm"")","=HYPERLINK(""https://vimeo.com/171516205"",""I am Norma"")","=HYPERLINK(""https://docs.google.com/document/d/1hurRO-uKK9C_NXblKUiFEF3bB5x_RTX5NXuGcxZZSGE/edit?usp=sharing"",""Go Bananas"")","Food, Business"
3rd - 5th,Multiplication & division,Multi-digit division,"=HYPERLINK(""https://docs.google.com/document/d/1I23wEsIrAOY9QB1M8Gx_mi582qwOCYn-czc0MsTsb2c/edit?usp=sharing"",""Sudhir Works with Manasi"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1EIRm-84skIos0nSRGffA6RPMjPwuETI1sngucx-vyzw/edit?usp=sharing"",""Garbage Island"")","Stuff, Universe"
3rd - 5th,Multiplication & division,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-mult-div-topic#cc-4th-remainders"",""Remainders"")","=HYPERLINK(""https://docs.google.com/document/d/1wj5Fwy4jjCRu09hB5HyhRmGCAmW6pKgghJGGPD_89GI/edit?usp=sharing"",""I am Manjula"")","=HYPERLINK(""https://vimeo.com/160262539"",""I am Manjula"")","=HYPERLINK(""https://docs.google.com/document/d/1Hq5-w-EhQiEKgXXhRhex7Er7GBTYBVfiME4tyeNf7mA/edit?usp=sharing"",""Water & Gratitude"")",Water
3rd - 5th,Multiplication & division,Remainders,"=HYPERLINK(""https://docs.google.com/document/d/1TpCyZFCnM5NO_3M2V7303_gdvmPB5gTxTTI_Hc8ZqNY/edit?usp=sharing"",""Mario's Routine"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://docs.google.com/document/d/1Rg_eBsqJnKUGjm6ou4GW4i0m4SnF4Wt5TLAhEaNVFmk/edit?usp=sharing"",""Our Day-to-Day"")","Stuff, Humanity"
3rd - 5th,Multiplication & division,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-mult-div-topic#cc-4th-multistep-word-problems"",""Multiplication, division and word problems"")","=HYPERLINK(""https://docs.google.com/document/d/1I23wEsIrAOY9QB1M8Gx_mi582qwOCYn-czc0MsTsb2c/edit?usp=sharing"",""Sudhir Works with Manasi"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1EIRm-84skIos0nSRGffA6RPMjPwuETI1sngucx-vyzw/edit?usp=sharing"",""Garbage Island"")","Stuff, Universe"
3rd - 5th,Multiplication & division,"Multiplication, division and word problems","=HYPERLINK(""https://docs.google.com/document/d/1JDZGynbQhPzpkbkIA_gh_4TH_wTZ4xjYjdPAwjnqvqM/edit?usp=sharing"",""Norma Runs a Farm"")","=HYPERLINK(""https://vimeo.com/171516205"",""I am Norma"")","=HYPERLINK(""https://docs.google.com/document/d/1hurRO-uKK9C_NXblKUiFEF3bB5x_RTX5NXuGcxZZSGE/edit?usp=sharing"",""Go Bananas"")","Food, Business"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-4th-visualizing-equiv-frac"",""Equivalent fractions"")","=HYPERLINK(""https://docs.google.com/document/d/1aPqsk1IMIBrkuvAQpqnGoImPTIJ7IBD2-8cbkqeBdoQ/edit?usp=sharing"",""I am Norma"")","=HYPERLINK(""https://vimeo.com/171516205"",""I am Norma"")","=HYPERLINK(""https://docs.google.com/document/d/1v81sNDq2GaVJ-feYW9oK_m-jewhNydWXd_V-_gm-43I/edit?usp=sharing"",""Seeding Dreams"")","Food, Business"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Equivalent Fractions,"=HYPERLINK(""https://docs.google.com/document/d/1PMSuV_eY2MSHfcj3C5gmKnXS9Vpmh5Yl23aIMMc_l4M/edit?usp=sharing"",""I am Maria C"")","=HYPERLINK(""https://vimeo.com/165848639"",""I am Maria C"")","=HYPERLINK(""https://docs.google.com/document/d/1o82lVJzyqWEUKYO1bYGpcpkRj3S0u8o8YVsNJxREdvI/edit?usp=sharing"",""Connecting with Home"")",Technology
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-5th-common-denominators"",""Common denominators"")","=HYPERLINK(""https://docs.google.com/document/d/1fGAv5OYmxxCk6Yb-LZpk2L4tEsxJMldwhpxaYIa0nGE/edit?usp=sharing"",""Mario Reporposes Bicycles"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://docs.google.com/document/d/1I27jjri4paZdNV3xEsTuDp4AIzdroo9WK7lApTJFMco/edit?usp=sharing"",""Creative Design"")","Stuff, Business"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Common denominators,"=HYPERLINK(""https://docs.google.com/document/d/1ktKRZfiwlo30OOayzmwSEuZ9GpIYZ0kn7n7X_JkUChU/edit?usp=sharing"",""David Learns and Teaches"")","=HYPERLINK(""https://vimeo.com/185413649"","" I am David"")","=HYPERLINK(""https://docs.google.com/document/d/1tqb5rTcjGzoBRGEnvMuVsbfvX4Pani5gTNy44VVFU6w/edit?usp=sharing"",""Learning by Teaching"")","Teaching, education"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-4th-comparing-fractions-visually"",""Comparing fractions with unlike denominators visually"")","=HYPERLINK(""https://docs.google.com/document/d/1ktKRZfiwlo30OOayzmwSEuZ9GpIYZ0kn7n7X_JkUChU/edit?usp=sharing"",""David Learns and Teaches"")","=HYPERLINK(""https://vimeo.com/185413649"",""I am David"")","=HYPERLINK(""https://docs.google.com/document/d/1tqb5rTcjGzoBRGEnvMuVsbfvX4Pani5gTNy44VVFU6w/edit?usp=sharing"",""Learning by Teaching"")","Teaching, education"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Comparing fractions with unlike denominators visually,"=HYPERLINK(""https://docs.google.com/document/d/1fGAv5OYmxxCk6Yb-LZpk2L4tEsxJMldwhpxaYIa0nGE/edit?usp=sharing"",""Mario Reporposes Bicycles"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://docs.google.com/document/d/1I27jjri4paZdNV3xEsTuDp4AIzdroo9WK7lApTJFMco/edit?usp=sharing"",""Creative Design"")","Stuff, Business"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-4th-comparing-fractions"",""Comparing fractions with unlike denominators "")","=HYPERLINK(""https://docs.google.com/document/d/1FGtjrOy7UiNE3m83ylAYlo-M1fGjP8NepeEaI-YmRuU/edit?usp=sharing"",""Norma as a Confident Woman"")","=HYPERLINK(""https://vimeo.com/171516205"",""I am Norma"")","=HYPERLINK(""https://docs.google.com/document/d/1hU95TpWXo8JBre4wID1VefqzNge4mWK2QOeGQ9-nxX8/edit?usp=sharing"",""Gender and Values"")","Humanity, leadership"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Comparing fractions with unlike denominators ,"=HYPERLINK(""https://docs.google.com/document/d/1ktKRZfiwlo30OOayzmwSEuZ9GpIYZ0kn7n7X_JkUChU/edit?usp=sharing"",""David Learns and Teaches"")","=HYPERLINK(""https://vimeo.com/185413649"",""I am David"")","=HYPERLINK(""https://docs.google.com/document/d/1tqb5rTcjGzoBRGEnvMuVsbfvX4Pani5gTNy44VVFU6w/edit?usp=sharing"",""Learning by Teaching"")","Teaching, education"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-4th-decomposing-fractions"",""Decomposing fractions"")","=HYPERLINK(""https://docs.google.com/document/d/1FGtjrOy7UiNE3m83ylAYlo-M1fGjP8NepeEaI-YmRuU/edit?usp=sharing"",""Norma as a Confident Woman"")","=HYPERLINK(""https://vimeo.com/171516205"",""I am Norma"")","=HYPERLINK(""https://docs.google.com/document/d/1hU95TpWXo8JBre4wID1VefqzNge4mWK2QOeGQ9-nxX8/edit?usp=sharing"",""Gender and Values"")","Humanity, leadership"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Decomposing fractions,"=HYPERLINK(""https://docs.google.com/document/d/1PMSuV_eY2MSHfcj3C5gmKnXS9Vpmh5Yl23aIMMc_l4M/edit?usp=sharing"",""I am Maria C"")","=HYPERLINK(""https://vimeo.com/165848639"",""I am Maria C"")","=HYPERLINK(""https://docs.google.com/document/d/1o82lVJzyqWEUKYO1bYGpcpkRj3S0u8o8YVsNJxREdvI/edit?usp=sharing"",""Connecting with Home"")",Technology
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-4th-adding-subtracting-frac"",""Adding and subtracting fractions with like denominators"")","=HYPERLINK(""https://docs.google.com/document/d/1HnBCM7wqmH7_9uLiZf8qrG5_73rSqyhP-ZxmSzy5Oy4/edit?usp=sharing"",""I am Annie"")","=HYPERLINK(""https://vimeo.com/159021597"",""I am Annie"")","=HYPERLINK(""https://docs.google.com/document/d/1SyDPV9FdOPUkBleOl_lTSGffKCqVVZBwMPBX5eOpcW4/edit?usp=sharing"",""Facing Fears"")",Teaching
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Adding and subtracting fractions with like denominators,"=HYPERLINK(""https://docs.google.com/document/d/1PMSuV_eY2MSHfcj3C5gmKnXS9Vpmh5Yl23aIMMc_l4M/edit?usp=sharing"",""I am Maria C"")","=HYPERLINK(""https://vimeo.com/165848639"",""I am Maria C"")","=HYPERLINK(""https://docs.google.com/document/d/1o82lVJzyqWEUKYO1bYGpcpkRj3S0u8o8YVsNJxREdvI/edit?usp=sharing"",""Connecting with Home"")",Technology
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-4th-add-sub-word-problems"",""Adding and subtracting fractions: word problems"")","=HYPERLINK(""https://docs.google.com/document/d/1HnBCM7wqmH7_9uLiZf8qrG5_73rSqyhP-ZxmSzy5Oy4/edit?usp=sharing"",""I am Annie"")","=HYPERLINK(""https://vimeo.com/159021597"",""I am Annie"")","=HYPERLINK(""https://docs.google.com/document/d/1SyDPV9FdOPUkBleOl_lTSGffKCqVVZBwMPBX5eOpcW4/edit?usp=sharing"",""Facing Fears"")",Teaching
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Adding and subtracting fractions: word problems,"=HYPERLINK(""https://docs.google.com/document/d/1PMSuV_eY2MSHfcj3C5gmKnXS9Vpmh5Yl23aIMMc_l4M/edit?usp=sharing"",""I am Maria C"")","=HYPERLINK(""https://vimeo.com/165848639"",""I am Maria C"")","=HYPERLINK(""https://docs.google.com/document/d/1o82lVJzyqWEUKYO1bYGpcpkRj3S0u8o8YVsNJxREdvI/edit?usp=sharing"",""Connecting with Home"")",Technology
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-4th-mixed-numbers"",""Mixed numbers"")","=HYPERLINK(""https://docs.google.com/document/d/1HnBCM7wqmH7_9uLiZf8qrG5_73rSqyhP-ZxmSzy5Oy4/edit?usp=sharing"",""I am Annie"")","=HYPERLINK(""https://vimeo.com/159021597"",""I am Annie"")","=HYPERLINK(""https://docs.google.com/document/d/1SyDPV9FdOPUkBleOl_lTSGffKCqVVZBwMPBX5eOpcW4/edit?usp=sharing"",""Facing Fears"")",Teaching
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Mixed numbers,"=HYPERLINK(""https://docs.google.com/document/d/1wu_U9dYy5ericmlqs5_xrTixvUiOxdaSXp9hSYKcZB4/edit?usp=sharing"",""Manjula and her Community"")","=HYPERLINK(""https://vimeo.com/160262539"",""I am Manjula"")","=HYPERLINK(""https://docs.google.com/document/d/1Iadm6J55iiZrNKP-EJFbhyy-VQ8jZST-u2U1HbvXemQ/edit?usp=sharing"",""Unofficial Leaders"")","Leadership, water"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Mixed numbers,"=HYPERLINK(""https://docs.google.com/document/d/1If-VVvQofhg9EPd9NRwCEvv7I49Au1ryfsRCYUdhzi8/edit?usp=sharing"",""I am Mario"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://docs.google.com/document/d/12q0FbEJHcG3ijZztmgNRNdKC16pkxOAZg5VU3obAdIA/edit?usp=sharing"",""Resourceful Community"")","Stuff, Universe"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-4th-add-sub-mixed-numbers"",""Adding and subtracting mixed numbers"")","=HYPERLINK(""https://docs.google.com/document/d/1fGAv5OYmxxCk6Yb-LZpk2L4tEsxJMldwhpxaYIa0nGE/edit?usp=sharing"",""Mario Reporposes Bicycles"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://docs.google.com/document/d/1I27jjri4paZdNV3xEsTuDp4AIzdroo9WK7lApTJFMco/edit?usp=sharing"",""Creative Design"")","Stuff, Business"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Adding and subtracting mixed numbers,"=HYPERLINK(""https://docs.google.com/document/d/1wu_U9dYy5ericmlqs5_xrTixvUiOxdaSXp9hSYKcZB4/edit?usp=sharing"",""Manjula and her Community"")","=HYPERLINK(""https://vimeo.com/160262539"",""I am Manjula"")","=HYPERLINK(""https://docs.google.com/document/d/1Iadm6J55iiZrNKP-EJFbhyy-VQ8jZST-u2U1HbvXemQ/edit?usp=sharing"",""Unofficial Leaders"")","Leadership, water"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-4th-mult-unit-frac"",""Multiplying unit fractions and whole numbers"")","=HYPERLINK(""https://docs.google.com/document/d/1aPqsk1IMIBrkuvAQpqnGoImPTIJ7IBD2-8cbkqeBdoQ/edit?usp=sharing"",""I am Norma"")","=HYPERLINK(""https://vimeo.com/171516205"",""I am Norma"")","=HYPERLINK(""https://docs.google.com/document/d/1v81sNDq2GaVJ-feYW9oK_m-jewhNydWXd_V-_gm-43I/edit?usp=sharing"",""Seeding Dreams"")","Food, Business"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Multiplying unit fractions and whole numbers,"=HYPERLINK(""https://docs.google.com/document/d/1iBtj017MYw4Bkq7kl8l9t5wUdHqJewWIlLL5V6HVsE0/edit?usp=sharing"",""Pak Paryono Runs a Business"")","=HYPERLINK(""https://vimeo.com/186214215"",""I am Pak Paryono"")","=HYPERLINK(""https://docs.google.com/document/d/1TZ4eqAgLmEu6OKpb2oKVrSk2bpFXU2laZNlI7fTJZ1Q/edit?usp=sharing"",""Fair is Fair"")",Business
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-4th-mult-whole-number-frac"",""Multiplying whole numbers and fractions"")","=HYPERLINK(""https://docs.google.com/document/d/18Mrjj_Oh-Ha_-6OmLAq77_TbmwPueGUNg4Aypv3nrI0/edit?usp=sharing"",""Maria Impacts her Community"")","=HYPERLINK(""https://vimeo.com/185409826"",""I am Maria"")","=HYPERLINK(""https://docs.google.com/document/d/1To-Eqi_BQetJ1u3UwDIep2-KfpSS2gKCUu_-Wet8BP8/edit?usp=sharing"",""Contemplating Community"")","Business, Money"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Multiplying whole numbers and fractions,"=HYPERLINK(""https://docs.google.com/document/d/1wu_U9dYy5ericmlqs5_xrTixvUiOxdaSXp9hSYKcZB4/edit?usp=sharing"",""Manjula and her Community"")","=HYPERLINK(""https://vimeo.com/160262539"",""I am Manjula"")","=HYPERLINK(""https://docs.google.com/document/d/1Iadm6J55iiZrNKP-EJFbhyy-VQ8jZST-u2U1HbvXemQ/edit?usp=sharing"",""Unofficial Leaders"")","Leadership, water"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-4th-mult-whole-frac-word-problems"",""Multiplying whole numbers and fractions: word problems"")","=HYPERLINK(""https://docs.google.com/document/d/18Mrjj_Oh-Ha_-6OmLAq77_TbmwPueGUNg4Aypv3nrI0/edit?usp=sharing"",""Maria Impacts her Community"")","=HYPERLINK(""https://vimeo.com/185409826"",""I am Maria"")","=HYPERLINK(""https://docs.google.com/document/d/1To-Eqi_BQetJ1u3UwDIep2-KfpSS2gKCUu_-Wet8BP8/edit?usp=sharing"",""Contemplating Community"")","Business, Money"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Multiplying whole numbers and fractions: word problems,"=HYPERLINK(""https://docs.google.com/document/d/1wu_U9dYy5ericmlqs5_xrTixvUiOxdaSXp9hSYKcZB4/edit?usp=sharing"",""Manjula and her Community"")","=HYPERLINK(""https://vimeo.com/160262539"",""I am Manjula"")","=HYPERLINK(""https://docs.google.com/document/d/1Iadm6J55iiZrNKP-EJFbhyy-VQ8jZST-u2U1HbvXemQ/edit?usp=sharing"",""Unofficial Leaders"")","Leadership, Water"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic#cc-4th-fractions-unlike-denom"",""Fractions with denominators of 10 an 100"")","=HYPERLINK(""https://docs.google.com/document/d/18Mrjj_Oh-Ha_-6OmLAq77_TbmwPueGUNg4Aypv3nrI0/edit?usp=sharing"",""Maria Impacts her Community"")","=HYPERLINK(""https://vimeo.com/185409826"",""I am Maria"")","=HYPERLINK(""https://docs.google.com/document/d/1To-Eqi_BQetJ1u3UwDIep2-KfpSS2gKCUu_-Wet8BP8/edit?usp=sharing"",""Contemplating Community"")","Business, Money"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Fractions with denominators of 10 an 100,"=HYPERLINK(""https://docs.google.com/document/d/116vLMnjc512mX2UFX5LZIJwzLigYgTFD8QMD8jU2M8Q/edit?usp=sharing"",""Chetan Dada the Artist"")","=HYPERLINK(""https://vimeo.com/146819657"",""I am Chetan"")","=HYPERLINK(""https://docs.google.com/document/d/116vLMnjc512mX2UFX5LZIJwzLigYgTFD8QMD8jU2M8Q/edit?usp=sharing"",""Talent Mindsets"")","Humanity, Music"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic"",""Fractions"")",Fractions with denominators of 10 an 100,"=HYPERLINK(""https://docs.google.com/document/d/1If-VVvQofhg9EPd9NRwCEvv7I49Au1ryfsRCYUdhzi8/edit?usp=sharing"",""I am Mario"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://docs.google.com/document/d/12q0FbEJHcG3ijZztmgNRNdKC16pkxOAZg5VU3obAdIA/edit?usp=sharing"",""Resourceful Community"")","Stuff, Universe"
